id,nome,email,banco,cidade,estado,username,senha,tipo,cpf,rg,data_nascimento,endereco,telefone,renda,profissao,estado_civil,situacao_prof,data_criacao,ativo,motivo_inativacao,data_inativacao,conta_bloqueada,saldo_pendente
127,Usuário 127,user127@demo.com,Nubank,Salvador,BA,user127,123456,normal,00000000127,000000127,1999-09-08,Rua 127,568714963,9180.69,Médico,solteiro,CLT,2025-05-14 23:25:03.235489,1,,,0,
128,Usuário 128,user128@demo.com,Itaú,Fortaleza,CE,user128,123456,normal,00000000128,000000128,2002-04-15,Rua 128,543525682,7474.76,Gerente,divorciado,CLT,2025-05-14 23:25:03.235502,1,,,0,
129,Usuário 129,user129@demo.com,Nubank,São Paulo,SP,user129,123456,normal,00000000129,000000129,1989-02-26,Rua 129,161078360,766.12,Professor,casado,PJ,2025-05-14 23:25:03.235515,1,,,0,
130,Usuário 130,user130@demo.com,Itaú,Porto Alegre,RS,user130,123456,normal,00000000130,000000130,2000-05-02,Rua 130,475452581,6024.16,Médico,casado,PJ,2025-05-14 23:25:03.235531,1,,,0,
131,Usuário 131,user131@demo.com,Inter,Fortaleza,CE,user131,123456,normal,00000000131,000000131,1996-08-23,Rua 131,806074176,1223.76,Engenheiro,solteiro,Autônomo,2025-05-14 23:25:03.235544,1,,,0,
132,Usuário 132,user132@demo.com,Nubank,Campinas,SP,user132,123456,normal,00000000132,000000132,1996-04-12,Rua 132,857261987,7352.19,Designer,solteiro,Desempregado,2025-05-14 23:25:03.235557,1,,,0,
133,Usuário 133,user133@demo.com,Caixa,Porto Alegre,RS,user133,123456,normal,00000000133,000000133,1989-11-18,Rua 133,692067517,2926.83,Médico,divorciado,Autônomo,2025-05-14 23:25:03.235570,1,,,0,
134,Usuário 134,user134@demo.com,PagBank,Salvador,BA,user134,123456,normal,00000000134,000000134,1996-02-02,Rua 134,212075212,539.98,Programador,divorciado,Desempregado,2025-05-14 23:25:03.235582,1,,,0,
135,Usuário 135,user135@demo.com,Bradesco,Porto Alegre,RS,user135,123456,normal,00000000135,000000135,2002-10-25,Rua 135,247243809,8414.25,Gerente,solteiro,Autônomo,2025-05-14 23:25:03.235595,1,,,0,
136,Usuário 136,user136@demo.com,Nubank,Campinas,SP,user136,123456,normal,00000000136,000000136,2004-08-17,Rua 136,499850700,7249.11,Professor,solteiro,PJ,2025-05-14 23:25:03.235608,1,,,0,
137,Usuário 137,user137@demo.com,C6 Bank,Brasília,DF,user137,123456,normal,00000000137,000000137,1986-01-02,Rua 137,222662806,212.9,Analista,casado,Autônomo,2025-05-14 23:25:03.235621,1,,,0,
138,Usuário 138,user138@demo.com,Inter,Fortaleza,CE,user138,123456,normal,00000000138,000000138,2000-08-23,Rua 138,988176527,9650.96,Analista,casado,Desempregado,2025-05-14 23:25:03.235634,1,,,0,
139,Usuário 139,user139@demo.com,Itaú,Brasília,DF,user139,123456,normal,00000000139,000000139,1988-01-12,Rua 139,510800934,3846.63,Analista,solteiro,PJ,2025-05-14 23:25:03.235647,1,,,0,
140,Usuário 140,user140@demo.com,Santander,Recife,PE,user140,123456,normal,00000000140,000000140,1992-07-30,Rua 140,562873958,5324.92,Advogado,solteiro,Autônomo,2025-05-14 23:25:03.235660,1,,,0,
141,Usuário 141,user141@demo.com,Caixa,São Paulo,SP,user141,123456,normal,00000000141,000000141,1986-09-08,Rua 141,989227408,9074.5,Estudante,solteiro,CLT,2025-05-14 23:25:03.235674,1,,,0,
142,Usuário 142,user142@demo.com,Inter,Salvador,BA,user142,123456,normal,00000000142,000000142,1987-12-18,Rua 142,559077447,7826.13,Analista,solteiro,Desempregado,2025-05-14 23:25:03.235687,1,,,0,
143,Usuário 143,user143@demo.com,PagBank,Porto Alegre,RS,user143,123456,normal,00000000143,000000143,1996-12-25,Rua 143,555089389,5726.03,Estudante,divorciado,Autônomo,2025-05-14 23:25:03.235701,1,,,0,
144,Usuário 144,user144@demo.com,Inter,Belo Horizonte,MG,user144,123456,normal,00000000144,000000144,1996-11-24,Rua 144,900618265,9926.13,Médico,solteiro,CLT,2025-05-14 23:25:03.235715,1,,,0,
145,Usuário 145,user145@demo.com,Banco do Brasil,Porto Alegre,RS,user145,123456,normal,00000000145,000000145,2005-06-18,Rua 145,368363101,7713.39,Advogado,casado,Desempregado,2025-05-14 23:25:03.235728,1,,,0,
146,Usuário 146,user146@demo.com,Banco do Brasil,São Paulo,SP,user146,123456,normal,00000000146,000000146,1999-04-08,Rua 146,388565269,6592.3,Estudante,solteiro,CLT,2025-05-14 23:25:03.235742,1,,,0,
147,Usuário 147,user147@demo.com,Caixa,Porto Alegre,RS,user147,123456,normal,00000000147,000000147,1988-08-18,Rua 147,384023548,8475.93,Vendedor,casado,CLT,2025-05-14 23:25:03.235755,1,,,0,
148,Usuário 148,user148@demo.com,Itaú,Brasília,DF,user148,123456,normal,00000000148,000000148,1996-12-01,Rua 148,139732482,9658.85,Vendedor,divorciado,PJ,2025-05-14 23:25:03.235768,1,,,0,
149,Usuário 149,user149@demo.com,Itaú,Recife,PE,user149,123456,normal,00000000149,000000149,1994-05-20,Rua 149,185412831,2764.46,Estudante,divorciado,Autônomo,2025-05-14 23:25:03.235781,1,,,0,
150,Usuário 150,user150@demo.com,C6 Bank,Rio de Janeiro,RJ,user150,123456,normal,00000000150,000000150,2003-05-08,Rua 150,377032861,7659.77,Advogado,casado,Desempregado,2025-05-14 23:25:03.235795,1,,,0,
151,Usuário 151,user151@demo.com,Nubank,Belo Horizonte,MG,user151,123456,normal,00000000151,000000151,1993-03-30,Rua 151,287362923,1469.02,Estudante,divorciado,CLT,2025-05-14 23:25:03.235808,1,,,0,
152,Usuário 152,user152@demo.com,Bradesco,Curitiba,PR,user152,123456,normal,00000000152,000000152,1992-09-12,Rua 152,141340970,1842.55,Gerente,casado,Autônomo,2025-05-14 23:25:03.235821,1,,,0,
153,Usuário 153,user153@demo.com,PagBank,São Paulo,SP,user153,123456,normal,00000000153,000000153,1991-04-17,Rua 153,344762055,608.13,Advogado,casado,CLT,2025-05-14 23:25:03.235834,1,,,0,
154,Usuário 154,user154@demo.com,PagBank,Salvador,BA,user154,123456,normal,00000000154,000000154,1991-04-09,Rua 154,148031760,6005.79,Designer,solteiro,CLT,2025-05-14 23:25:03.235847,1,,,0,
155,Usuário 155,user155@demo.com,C6 Bank,Campinas,SP,user155,123456,normal,00000000155,000000155,2004-11-03,Rua 155,648720210,774.5,Médico,casado,Autônomo,2025-05-14 23:25:03.235860,1,,,0,
156,Usuário 156,user156@demo.com,Bradesco,Recife,PE,user156,123456,normal,00000000156,000000156,1992-12-25,Rua 156,557924398,8758.53,Professor,solteiro,Autônomo,2025-05-14 23:25:03.235873,1,,,0,
157,Usuário 157,user157@demo.com,Caixa,Fortaleza,CE,user157,123456,normal,00000000157,000000157,1999-11-13,Rua 157,538234355,8973.92,Designer,casado,Autônomo,2025-05-14 23:25:03.235886,1,,,0,
158,Usuário 158,user158@demo.com,Itaú,Fortaleza,CE,user158,123456,normal,00000000158,000000158,2003-10-14,Rua 158,495461170,446.11,Professor,divorciado,CLT,2025-05-14 23:25:03.235899,1,,,0,
159,Usuário 159,user159@demo.com,Nubank,Rio de Janeiro,RJ,user159,123456,normal,00000000159,000000159,1989-04-04,Rua 159,436194754,5107.96,Gerente,divorciado,Autônomo,2025-05-14 23:25:03.235912,1,,,0,
160,Usuário 160,user160@demo.com,Inter,Curitiba,PR,user160,123456,normal,00000000160,000000160,1988-09-30,Rua 160,725654592,326.0,Professor,casado,CLT,2025-05-14 23:25:03.235925,1,,,0,
161,Usuário 161,user161@demo.com,Nubank,Rio de Janeiro,RJ,user161,123456,normal,00000000161,000000161,1994-09-13,Rua 161,640624591,9978.13,Gerente,divorciado,Desempregado,2025-05-14 23:25:03.235938,1,,,0,
162,Usuário 162,user162@demo.com,Bradesco,Campinas,SP,user162,123456,normal,00000000162,000000162,1988-05-15,Rua 162,666674119,7982.06,Estudante,casado,Desempregado,2025-05-14 23:25:03.236012,1,,,0,
163,Usuário 163,user163@demo.com,Banco do Brasil,Salvador,BA,user163,123456,normal,00000000163,000000163,2003-01-03,Rua 163,997657767,5752.44,Médico,casado,PJ,2025-05-14 23:25:03.236262,1,,,0,
164,Usuário 164,user164@demo.com,Nubank,Salvador,BA,user164,123456,normal,00000000164,000000164,1997-02-26,Rua 164,438031505,7481.88,Engenheiro,divorciado,PJ,2025-05-14 23:25:03.236278,1,,,0,
165,Usuário 165,user165@demo.com,Inter,Brasília,DF,user165,123456,normal,00000000165,000000165,1999-04-07,Rua 165,185566562,3519.85,Gerente,solteiro,Autônomo,2025-05-14 23:25:03.236292,1,,,0,
166,Usuário 166,user166@demo.com,Nubank,Brasília,DF,user166,123456,normal,00000000166,000000166,1997-04-24,Rua 166,944287643,4188.5,Estudante,solteiro,PJ,2025-05-14 23:25:03.236305,1,,,0,
167,Usuário 167,user167@demo.com,Santander,Recife,PE,user167,123456,normal,00000000167,000000167,1993-10-19,Rua 167,379472394,7958.56,Designer,casado,CLT,2025-05-14 23:25:03.236409,1,,,0,
168,Usuário 168,user168@demo.com,Inter,Rio de Janeiro,RJ,user168,123456,normal,00000000168,000000168,1997-12-08,Rua 168,642267469,9832.48,Estudante,casado,PJ,2025-05-14 23:25:03.236427,1,,,0,
169,Usuário 169,user169@demo.com,C6 Bank,Belo Horizonte,MG,user169,123456,normal,00000000169,000000169,2007-01-12,Rua 169,279068942,1207.89,Advogado,divorciado,Desempregado,2025-05-14 23:25:03.236442,1,,,0,
170,Usuário 170,user170@demo.com,Santander,Rio de Janeiro,RJ,user170,123456,normal,00000000170,000000170,1987-11-18,Rua 170,136588469,8338.59,Analista,divorciado,PJ,2025-05-14 23:25:03.236455,1,,,0,
171,Usuário 171,user171@demo.com,Santander,Rio de Janeiro,RJ,user171,123456,normal,00000000171,000000171,1995-10-31,Rua 171,668341938,9186.23,Programador,casado,PJ,2025-05-14 23:25:03.236469,1,,,0,
172,Usuário 172,user172@demo.com,PagBank,Recife,PE,user172,123456,normal,00000000172,000000172,2001-12-19,Rua 172,864486473,2933.92,Designer,casado,CLT,2025-05-14 23:25:03.236549,1,,,0,
173,Usuário 173,user173@demo.com,Bradesco,São Paulo,SP,user173,123456,normal,00000000173,000000173,1990-10-24,Rua 173,481132853,9499.19,Programador,divorciado,Desempregado,2025-05-14 23:25:03.236565,1,,,0,
174,Usuário 174,user174@demo.com,Banco do Brasil,Recife,PE,user174,123456,normal,00000000174,000000174,1990-05-22,Rua 174,612288719,7001.14,Professor,divorciado,CLT,2025-05-14 23:25:03.236584,1,,,0,
175,Usuário 175,user175@demo.com,Itaú,Belo Horizonte,MG,user175,123456,normal,00000000175,000000175,1994-01-25,Rua 175,736780736,3698.74,Vendedor,casado,Autônomo,2025-05-14 23:25:03.236598,1,,,0,
176,Usuário 176,user176@demo.com,Santander,Brasília,DF,user176,123456,normal,00000000176,000000176,1995-12-21,Rua 176,875814098,5880.81,Engenheiro,solteiro,Autônomo,2025-05-14 23:25:03.236641,1,,,0,
177,Usuário 177,user177@demo.com,Caixa,Brasília,DF,user177,123456,normal,00000000177,000000177,2006-04-19,Rua 177,705731415,5176.78,Gerente,divorciado,Desempregado,2025-05-14 23:25:03.236665,1,,,0,
178,Usuário 178,user178@demo.com,Caixa,Porto Alegre,RS,user178,123456,normal,00000000178,000000178,1998-10-07,Rua 178,442070847,7573.0,Professor,solteiro,PJ,2025-05-14 23:25:03.236679,1,,,0,
179,Usuário 179,user179@demo.com,PagBank,Recife,PE,user179,123456,normal,00000000179,000000179,2001-02-20,Rua 179,717549533,8795.84,Designer,solteiro,Autônomo,2025-05-14 23:25:03.236693,1,,,0,
180,Usuário 180,user180@demo.com,Santander,Porto Alegre,RS,user180,123456,normal,00000000180,000000180,2004-09-20,Rua 180,409069241,2738.49,Vendedor,solteiro,PJ,2025-05-14 23:25:03.236706,1,,,0,
181,Usuário 181,user181@demo.com,Banco do Brasil,Porto Alegre,RS,user181,123456,normal,00000000181,000000181,1993-10-14,Rua 181,909030969,1061.19,Médico,divorciado,Autônomo,2025-05-14 23:25:03.236719,1,,,0,
182,Usuário 182,user182@demo.com,Bradesco,Belo Horizonte,MG,user182,123456,normal,00000000182,000000182,2002-09-28,Rua 182,692880978,8387.9,Professor,solteiro,CLT,2025-05-14 23:25:03.236731,1,,,0,
183,Usuário 183,user183@demo.com,PagBank,Campinas,SP,user183,123456,normal,00000000183,000000183,1989-06-17,Rua 183,309522106,66.65,Analista,casado,PJ,2025-05-14 23:25:03.236745,1,,,0,
184,Usuário 184,user184@demo.com,Inter,Porto Alegre,RS,user184,123456,normal,00000000184,000000184,1990-12-17,Rua 184,577626860,5208.94,Vendedor,casado,CLT,2025-05-14 23:25:03.236758,1,,,0,
185,Usuário 185,user185@demo.com,C6 Bank,Rio de Janeiro,RJ,user185,123456,normal,00000000185,000000185,1987-06-12,Rua 185,564142028,4932.56,Engenheiro,solteiro,Autônomo,2025-05-14 23:25:03.236771,1,,,0,
186,Usuário 186,user186@demo.com,Caixa,Rio de Janeiro,RJ,user186,123456,normal,00000000186,000000186,1989-05-10,Rua 186,184897627,7442.78,Médico,divorciado,CLT,2025-05-14 23:25:03.236784,1,,,0,
187,Usuário 187,user187@demo.com,Santander,Salvador,BA,user187,123456,normal,00000000187,000000187,1996-01-04,Rua 187,460065542,2761.08,Gerente,divorciado,CLT,2025-05-14 23:25:03.236797,1,,,0,
188,Usuário 188,user188@demo.com,Itaú,Salvador,BA,user188,123456,normal,00000000188,000000188,1997-08-29,Rua 188,207845338,9323.68,Gerente,casado,PJ,2025-05-14 23:25:03.236810,1,,,0,
189,Usuário 189,user189@demo.com,Itaú,Campinas,SP,user189,123456,normal,00000000189,000000189,1986-02-03,Rua 189,781286134,6272.85,Médico,solteiro,Desempregado,2025-05-14 23:25:03.236823,1,,,0,
190,Usuário 190,user190@demo.com,Nubank,Curitiba,PR,user190,123456,normal,00000000190,000000190,2001-06-06,Rua 190,604782577,1514.33,Professor,divorciado,Desempregado,2025-05-14 23:25:03.236836,1,,,0,
191,Usuário 191,user191@demo.com,Santander,Porto Alegre,RS,user191,123456,normal,00000000191,000000191,2002-12-05,Rua 191,781582020,8758.64,Gerente,divorciado,PJ,2025-05-14 23:25:03.236849,1,,,0,
192,Usuário 192,user192@demo.com,Inter,São Paulo,SP,user192,123456,normal,00000000192,000000192,2005-11-14,Rua 192,626875613,5577.37,Médico,divorciado,PJ,2025-05-14 23:25:03.236862,1,,,0,
193,Usuário 193,user193@demo.com,Inter,São Paulo,SP,user193,123456,normal,00000000193,000000193,1991-12-14,Rua 193,382473359,6133.78,Estudante,solteiro,Autônomo,2025-05-14 23:25:03.236875,1,,,0,
194,Usuário 194,user194@demo.com,PagBank,Brasília,DF,user194,123456,normal,00000000194,000000194,1992-08-24,Rua 194,293342602,8778.9,Médico,casado,Desempregado,2025-05-14 23:25:03.236887,1,,,0,
195,Usuário 195,user195@demo.com,Inter,Brasília,DF,user195,123456,normal,00000000195,000000195,1993-12-21,Rua 195,483463134,5434.13,Advogado,solteiro,PJ,2025-05-14 23:25:03.236900,1,,,0,
196,Usuário 196,user196@demo.com,Banco do Brasil,Rio de Janeiro,RJ,user196,123456,normal,00000000196,000000196,1997-12-20,Rua 196,580148263,3253.97,Programador,solteiro,PJ,2025-05-14 23:25:03.236913,1,,,0,
197,Usuário 197,user197@demo.com,Caixa,Brasília,DF,user197,123456,normal,00000000197,000000197,1992-07-25,Rua 197,221908669,3475.79,Programador,divorciado,PJ,2025-05-14 23:25:03.236925,1,,,0,
198,Usuário 198,user198@demo.com,C6 Bank,Brasília,DF,user198,123456,normal,00000000198,000000198,1993-11-25,Rua 198,542384762,6872.22,Analista,casado,Autônomo,2025-05-14 23:25:03.237041,1,,,0,
199,Usuário 199,user199@demo.com,Nubank,Campinas,SP,user199,123456,normal,00000000199,000000199,1987-06-04,Rua 199,940555052,4090.06,Gerente,casado,Autônomo,2025-05-14 23:25:03.237064,1,,,0,
200,Usuário 200,user200@demo.com,Inter,Salvador,BA,user200,123456,normal,00000000200,000000200,1998-08-08,Rua 200,968689928,4419.52,Programador,casado,CLT,2025-05-14 23:25:03.237102,1,,,0,
201,Usuário 201,user201@demo.com,C6 Bank,Porto Alegre,RS,user201,123456,normal,00000000201,000000201,1991-01-18,Rua 201,335093839,3398.42,Analista,casado,Desempregado,2025-05-14 23:25:03.237117,1,,,0,
202,Usuário 202,user202@demo.com,Nubank,Recife,PE,user202,123456,normal,00000000202,000000202,1994-07-17,Rua 202,278815751,5360.13,Engenheiro,divorciado,Autônomo,2025-05-14 23:25:03.237228,1,,,0,
203,Usuário 203,user203@demo.com,PagBank,Belo Horizonte,MG,user203,123456,normal,00000000203,000000203,2006-12-07,Rua 203,875487184,211.18,Programador,solteiro,Autônomo,2025-05-14 23:25:03.237253,1,,,0,
204,Usuário 204,user204@demo.com,PagBank,Salvador,BA,user204,123456,normal,00000000204,000000204,2005-12-16,Rua 204,803227434,492.15,Médico,casado,PJ,2025-05-14 23:25:03.237271,1,,,0,
205,Usuário 205,user205@demo.com,PagBank,Belo Horizonte,MG,user205,123456,normal,00000000205,000000205,1998-07-05,Rua 205,870753896,2293.34,Professor,casado,Autônomo,2025-05-14 23:25:03.237330,1,,,0,
206,Usuário 206,user206@demo.com,Nubank,Recife,PE,user206,123456,normal,00000000206,000000206,1994-12-24,Rua 206,887411763,2487.04,Analista,solteiro,CLT,2025-05-14 23:25:03.237351,1,,,0,
207,Usuário 207,user207@demo.com,Bradesco,Campinas,SP,user207,123456,normal,00000000207,000000207,1996-02-18,Rua 207,527282034,7913.43,Analista,solteiro,Autônomo,2025-05-14 23:25:03.237366,1,,,0,
208,Usuário 208,user208@demo.com,Itaú,Porto Alegre,RS,user208,123456,normal,00000000208,000000208,2002-03-22,Rua 208,778127557,7724.12,Médico,solteiro,Autônomo,2025-05-14 23:25:03.237379,1,,,0,
209,Usuário 209,user209@demo.com,Inter,Rio de Janeiro,RJ,user209,123456,normal,00000000209,000000209,1992-09-06,Rua 209,530303043,1311.93,Advogado,solteiro,CLT,2025-05-14 23:25:03.237394,1,,,0,
210,Usuário 210,user210@demo.com,PagBank,Rio de Janeiro,RJ,user210,123456,normal,00000000210,000000210,1991-03-09,Rua 210,855365816,7623.86,Programador,solteiro,CLT,2025-05-14 23:25:03.237423,1,,,0,
211,Usuário 211,user211@demo.com,Santander,Campinas,SP,user211,123456,normal,00000000211,000000211,2005-03-28,Rua 211,890138040,5881.96,Programador,solteiro,Autônomo,2025-05-14 23:25:03.237462,1,,,0,
212,Usuário 212,user212@demo.com,Inter,Salvador,BA,user212,123456,normal,00000000212,000000212,1995-11-21,Rua 212,898309178,234.32,Advogado,casado,PJ,2025-05-14 23:25:03.237477,1,,,0,
213,Usuário 213,user213@demo.com,Banco do Brasil,Rio de Janeiro,RJ,user213,123456,normal,00000000213,000000213,1985-08-22,Rua 213,804429087,5762.01,Programador,casado,Desempregado,2025-05-14 23:25:03.237491,1,,,0,
214,Usuário 214,user214@demo.com,Nubank,Rio de Janeiro,RJ,user214,123456,normal,00000000214,000000214,1985-09-11,Rua 214,536294281,5609.96,Vendedor,casado,PJ,2025-05-14 23:25:03.237505,1,,,0,
215,Usuário 215,user215@demo.com,Itaú,Recife,PE,user215,123456,normal,00000000215,000000215,1996-03-26,Rua 215,881208866,3936.45,Designer,divorciado,CLT,2025-05-14 23:25:03.237518,1,,,0,
216,Usuário 216,user216@demo.com,Nubank,Brasília,DF,user216,123456,normal,00000000216,000000216,1994-06-03,Rua 216,126727441,3973.49,Médico,casado,Autônomo,2025-05-14 23:25:03.237532,1,,,0,
217,Usuário 217,user217@demo.com,Bradesco,Brasília,DF,user217,123456,normal,00000000217,000000217,1992-12-18,Rua 217,433514756,3324.35,Engenheiro,solteiro,PJ,2025-05-14 23:25:03.237545,1,,,0,
218,Usuário 218,user218@demo.com,C6 Bank,Curitiba,PR,user218,123456,normal,00000000218,000000218,1994-01-26,Rua 218,368402236,838.89,Programador,divorciado,Desempregado,2025-05-14 23:25:03.237559,1,,,0,
219,Usuário 219,user219@demo.com,Nubank,Campinas,SP,user219,123456,normal,00000000219,000000219,2006-01-22,Rua 219,923998576,4934.18,Programador,casado,Autônomo,2025-05-14 23:25:03.237573,1,,,0,
220,Usuário 220,user220@demo.com,Itaú,Belo Horizonte,MG,user220,123456,normal,00000000220,000000220,2000-03-03,Rua 220,839805543,5653.12,Programador,solteiro,Autônomo,2025-05-14 23:25:03.237586,1,,,0,
221,Usuário 221,user221@demo.com,PagBank,Curitiba,PR,user221,123456,normal,00000000221,000000221,1989-07-22,Rua 221,624766501,5455.89,Designer,divorciado,PJ,2025-05-14 23:25:03.237599,1,,,0,
222,Usuário 222,user222@demo.com,C6 Bank,Salvador,BA,user222,123456,normal,00000000222,000000222,1991-06-25,Rua 222,618613367,5144.31,Engenheiro,solteiro,Desempregado,2025-05-14 23:25:03.237613,1,,,0,
223,Usuário 223,user223@demo.com,Inter,Rio de Janeiro,RJ,user223,123456,normal,00000000223,000000223,2004-07-11,Rua 223,912700913,136.25,Gerente,divorciado,CLT,2025-05-14 23:25:03.237626,1,,,0,
224,Usuário 224,user224@demo.com,Nubank,Belo Horizonte,MG,user224,123456,normal,00000000224,000000224,1997-07-26,Rua 224,222046425,390.62,Programador,casado,PJ,2025-05-14 23:25:03.237639,1,,,0,
225,Usuário 225,user225@demo.com,C6 Bank,Campinas,SP,user225,123456,normal,00000000225,000000225,2004-03-30,Rua 225,904225572,8742.15,Programador,casado,CLT,2025-05-14 23:25:03.237653,1,,,0,
226,Usuário 226,user226@demo.com,Bradesco,Porto Alegre,RS,user226,123456,normal,00000000226,000000226,1997-08-12,Rua 226,415920240,7199.43,Advogado,divorciado,Autônomo,2025-05-14 23:25:03.237666,1,,,0,
227,Usuário 227,user227@demo.com,Caixa,Fortaleza,CE,user227,123456,normal,00000000227,000000227,1994-09-26,Rua 227,798169178,1659.46,Advogado,divorciado,PJ,2025-05-14 23:25:03.237680,1,,,0,
228,Usuário 228,user228@demo.com,Caixa,Fortaleza,CE,user228,123456,normal,00000000228,000000228,1995-09-25,Rua 228,749096026,2512.39,Vendedor,solteiro,Autônomo,2025-05-14 23:25:03.237693,1,,,0,
229,Usuário 229,user229@demo.com,Santander,Belo Horizonte,MG,user229,123456,normal,00000000229,000000229,1995-08-15,Rua 229,867812836,8294.08,Analista,casado,Desempregado,2025-05-14 23:25:03.237706,1,,,0,
230,Usuário 230,user230@demo.com,Santander,Belo Horizonte,MG,user230,123456,normal,00000000230,000000230,1996-10-29,Rua 230,171992253,9933.1,Analista,casado,PJ,2025-05-14 23:25:03.237719,1,,,0,
231,Usuário 231,user231@demo.com,Bradesco,Curitiba,PR,user231,123456,normal,00000000231,000000231,1995-04-27,Rua 231,592411109,3310.35,Analista,divorciado,Desempregado,2025-05-14 23:25:03.237732,1,,,0,
